,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Popularity,ID,TMDB Rating,Rating Count,Last Episode Rating,Last Air Date,First Air Date,# of Seasons,# of Episodes,Genre,Language,Country,In Production,Origin Network,Similar_1,Similar_2
44,Elite,2018,18+,7.6,97%,1,0,0,0,231.961,76669,8.3,4624,9.0,2020-03-13,2018-10-05,3,24,Crime,es,,,,Orange Is the New Black,Queer As Folk
45,BoJack Horseman,2014,18+,8.7,93%,1,0,0,0,63.597,61222,8.5,761,10.0,2020-01-31,2014-08-22,6,76,Drama,en,US,False,Netflix,Family Guy,South Park
46,Never Have I Ever,2020,16+,8.0,97%,1,0,0,0,24.207,100883,8.2,437,0.0,2020-04-27,2020-04-27,1,10,Comedy,en,US,True,Netflix,神様はじめました,君に届け
47,Penny Dreadful,2014,18+,8.2,91%,1,0,0,0,23.383,54671,7.8,696,7.8,2016-06-19,2014-05-11,3,27,Mystery,en,US,False,Showtime,The Vampire Diaries,Legacies
48,Marvel's Agents of S.H.I.E.L.D.,2013,16+,7.5,94%,1,0,0,0,165.201,1403,7.2,2048,8.0,2020-08-12,2013-09-24,7,136,Drama,en,US,False,ABC,Marvel's Luke Cage,Marvel's Inhumans
49,Dead to Me,2019,18+,8.1,91%,1,0,0,0,19.623,81357,7.5,102,0.0,2020-05-08,2019-05-03,2,20,Drama,en,US,True,Netflix,Six Feet Under,St. Elsewhere
50,Unorthodox,2020,18+,8.1,94%,1,0,0,0,19.888,99581,7.9,215,9.0,2020-03-26,2020-03-26,1,4,Drama,de,DE,False,Netflix,Pride and Prejudice,American Gods
51,Sense8,2015,18+,8.3,86%,1,0,0,0,49.49,61664,7.9,760,10.0,2018-06-08,2015-06-05,2,24,Sci-Fi & Fantasy,en,US,False,Netflix,血界戦線,Mutant X
52,Sacred Games,2018,18+,8.7,92%,1,0,0,0,12.19,79352,8.1,84,0.0,2019-08-15,2018-07-06,2,16,Drama,en,IN,True,Netflix,True Detective,Mindhunter
53,American Crime Story,2016,18+,8.4,93%,1,0,0,0,27.614,64513,7.2,378,8.6,2018-03-21,2016-02-02,3,20,Crime,en,US,True,FX,Law & Order,Polizeiruf 110
54,Family Guy,1999,18+,8.1,71%,1,1,0,0,125.903,1434,6.8,2308,0.0,2020-05-17,1999-01-31,18,348,Animation,en,US,True,FOX,The Simpsons,BoJack Horseman
55,Pretty Little Liars,2010,16+,7.4,81%,1,1,0,0,127.664,31917,7.6,1187,6.5,2017-06-27,2010-06-08,7,161,Drama,en,US,False,ABC Family,13 Reasons Why,The Secret Circle
56,Unbelievable,2019,18+,8.4,97%,1,0,0,0,21.408,91275,8.2,146,7.857,2019-09-13,2019-09-13,1,8,Drama,en,US,False,Netflix,Top of the Lake,Cold Case
57,Arrow,2012,16+,7.6,85%,1,0,0,0,165.209,1412,6.4,3898,10.0,2020-01-28,2012-10-10,8,170,Crime,en,US,False,The CW,Young Justice,DC's Legends of Tomorrow
58,The IT Crowd,2006,16+,8.5,87%,1,0,0,0,19.552,2490,8.1,650,7.714,2010-07-30,2006-02-03,4,24,Comedy,en,GB,False,Channel 4,The Big Bang Theory,The Office
59,The Twilight Zone,1959,7+,9.0,82%,1,1,0,0,25.996,83135,6.6,120,0.0,2020-06-25,2019-04-01,2,20,Sci-Fi & Fantasy,en,US,True,CBS All Access,Robert Montgomery Presents,Matinee Theater
60,YOU,2018,18+,7.8,91%,1,0,0,0,52.887,78191,8.1,686,6.25,2019-12-26,2018-09-09,3,21,Crime,en,US,True,Lifetime,The Bachelor,Pride and Prejudice
61,Sex Education,2019,16+,8.3,94%,1,0,0,0,124.062,81356,8.4,2367,6.8,2020-01-17,2019-01-11,3,16,Comedy,en,GB,True,Netflix,Skins,Merlí
62,"Tiger King: Murder, Mayhem and Madness",2020,18+,7.8,86%,1,0,0,0,9.115,100698,7.5,114,5.333,2020-04-12,2020-03-20,1,8,Documentary,en,US,False,Netflix,The Act,Unsolved Mysteries
63,Star Trek: The Next Generation,1987,7+,8.6,89%,1,1,1,0,76.71,655,8.2,737,7.5,1994-05-23,1987-09-28,7,178,Action & Adventure,en,US,False,Syndication,Star Trek: Enterprise,Battlestar Galactica
64,Broadchurch,2013,18+,8.4,92%,1,0,0,0,18.607,1427,8,388,8.5,2017-04-17,2013-03-04,3,24,Crime,en,GB,False,ITV,Dark,Cardinal
65,Kingdom,2019,18+,8.4,96%,1,0,0,0,22.358,61427,6.5,58,0.0,2017-08-02,2014-10-08,3,40,Drama,en,US,False,Audience,ラブライブ! School idol project,ハイキュー!!
66,Altered Carbon,2018,18+,8.1,64%,1,0,0,0,67.075,68421,7.9,857,7.6,2020-02-27,2018-02-02,2,18,Sci-Fi & Fantasy,en,US,False,Netflix,エルゴプラクシー,Philip K. Dick's Electric Dreams
67,The Sinner,2017,16+,8.0,95%,1,0,0,0,41.692,39852,7.4,468,5.333,2020-03-26,2017-08-02,3,24,Drama,en,US,True,USA Network,True Detective,Cardinal
68,"Love, Death & Robots",2019,18+,8.5,78%,1,0,0,0,34.367,86831,8.3,632,7.207,2019-03-15,2019-03-15,1,18,Animation,en,US,True,Netflix,ひぐらしのなく頃に,サイコパス
69,Marvel's Jessica Jones,2015,18+,8.0,83%,1,0,0,0,54.547,38472,7.6,1202,8.182,2019-06-14,2015-11-20,3,39,Sci-Fi & Fantasy,en,US,False,Netflix,Marvel's Luke Cage,Marvel's Cloak & Dagger
70,New Girl,2011,16+,7.7,94%,1,0,0,0,99.051,1420,6.8,564,0.0,2018-05-15,2011-09-20,7,146,Comedy,en,US,False,FOX,Friends,How I Met Your Mother
71,The Good Wife,2009,16+,8.3,94%,1,1,1,0,58.323,1435,7.4,274,6.571,2016-05-08,2009-09-22,7,156,Drama,en,US,False,CBS,굿 와이프,How to Get Away with Murder
72,The Umbrella Academy,2019,16+,7.9,77%,1,0,0,0,413.793,75006,8.6,1596,8.0,2020-07-31,2019-02-15,2,20,Action & Adventure,en,US,True,Netflix,Batwoman,Raising Dion
73,Marvel's The Punisher,2017,18+,8.5,63%,1,0,0,0,63.057,67178,8.1,947,9.154,2019-01-18,2017-11-17,2,26,Action & Adventure,en,US,False,Netflix,Marvel's Inhumans,Marvel's Luke Cage
74,Ash vs Evil Dead,2015,18+,8.4,99%,1,0,0,0,52.865,62264,7.7,750,9.0,2018-04-29,2015-10-31,3,30,Action,en,US,False,Starz,DEVILMAN crybaby,大王不高兴
75,Master of None,2015,18+,8.3,100%,1,0,0,0,12.627,64254,7.8,220,7.9,2017-05-12,2015-11-06,2,20,Comedy,en,US,False,Netflix,Louie,2 Broke Girls
76,Bodyguard,2018,18+,8.1,93%,1,0,0,0,15.507,80307,7.9,262,8.545,2018-09-23,2018-08-26,1,6,Crime,en,GB,False,BBC One,バビロン,비밀의 숲
77,Schitt's Creek,2015,16+,8.4,50%,1,0,1,0,29.605,61662,7.4,123,0.0,2020-04-07,2015-01-13,6,79,Comedy,en,CA,False,CBC Television,Hart of Dixie,Newhart
78,Narcos: Mexico,2018,18+,8.4,88%,1,0,0,0,44.567,80968,8,409,8.0,2020-02-13,2018-11-16,2,20,Drama,en,US,True,Netflix,The Bridge,Kingpin
79,The West Wing,1999,16+,8.8,75%,1,0,0,0,49.534,688,8.3,256,0.0,2006-05-14,1999-09-22,7,154,Drama,en,US,False,NBC,Designated Survivor,House of Cards
80,Bates Motel,2013,18+,8.2,93%,1,0,0,0,88.297,46786,7.9,768,9.0,2017-04-24,2013-03-18,5,50,Mystery,en,US,False,A&E,Hannibal,Gilmore Girls
81,Atypical,2017,18+,8.3,87%,1,0,0,0,33.636,71578,8,207,7.0,2019-11-01,2017-08-11,3,28,Drama,en,US,True,Netflix,90210,Boy Meets World
82,Once Upon a Time,2011,7+,7.7,80%,1,0,0,0,74.811,39272,6.8,1047,8.5,2018-05-18,2011-10-23,7,156,Drama,en,US,False,ABC,The Witcher,白猫プロジェクトZERO CHRONICLE
83,Gomorrah,2014,18+,8.7,94%,1,0,0,0,32.838,61068,8,165,10.0,2019-05-03,2014-05-06,4,48,Crime,it,IT,True,Sky Atlantic ,Da Vinci's Demons,Power
84,Making a Murderer,2015,16+,8.6,84%,1,0,0,0,12.85,64439,7.8,265,9.0,2018-10-19,2015-12-18,2,20,Documentary,en,US,False,Netflix,The Night Of,Mindhunter
85,Death Note,2006,18+,9.0,,1,1,0,0,75.869,13916,8.5,1357,8.333,2007-06-27,2006-10-04,1,37,Animation,ja,JP,False,NTV,僕だけがいない街,魔法使いの嫁
86,Castlevania,2017,18+,8.2,93%,1,0,0,0,46.159,71024,8.2,335,10.0,2020-03-05,2017-07-07,3,22,Animation,en,US,True,Netflix,ゴブリンスレイヤー,黒執事
87,Riverdale,2017,16+,7.0,86%,1,0,0,0,288.655,69050,8.6,5028,8.0,2020-05-06,2017-01-26,4,76,Drama,en,US,True,The CW,꽃보다 남자,Chilling Adventures of Sabrina
88,Burn Notice,2007,7+,7.9,88%,1,1,1,0,21.71,2919,7.6,255,6.0,2013-09-12,2007-06-28,7,111,Action & Adventure,en,US,False,USA Network,Mannix,CSI: Miami
89,Fauda,2015,16+,8.3,100%,1,0,0,0,15.211,69557,7.1,51,0.0,2020-03-12,2015-02-15,3,36,Drama,he,IL,True,yes,Covert Affairs,Homecoming
90,Russian Doll,2019,18+,7.9,96%,1,0,0,0,10.876,84977,7.4,196,10.0,2019-02-01,2019-02-01,1,8,Comedy,en,US,True,Netflix,Re：ゼロから始める異世界生活,Happy Tree Friends
91,Our Planet,2019,7+,9.3,93%,1,0,0,0,24.437,83880,8.9,74,8.333,2019-04-05,2019-04-05,1,8,Documentary,en,GB,False,Netflix,The Blue Planet,"Seven Worlds, One Planet"
92,Big Mouth,2017,18+,8.0,100%,1,0,0,0,42.609,74204,7.4,254,0.0,2019-10-04,2017-09-29,3,31,Animation,en,US,True,Netflix,The Wonder Years,Skins
93,American Horror Story,2011,18+,8.0,,1,1,1,0,197.268,1413,7.8,2430,5.5,2019-11-13,2011-10-05,10,103,Drama,en,US,True,FX,The Haunting,Channel Zero
94,Gotham,2014,16+,7.8,77%,1,0,0,0,131.468,60708,7.3,1720,10.0,2019-04-25,2014-09-22,5,100,Drama,en,US,False,FOX,Smallville,Wonder Woman
95,I Am Not Okay with This,2020,18+,7.6,85%,1,0,0,0,30.454,90260,8.4,815,6.667,2020-02-26,2020-02-26,1,7,Drama,en,US,False,Netflix,ダンスインザヴァンパイアバンド,戦国お伽草子–犬夜叉
96,Criminal Minds,2005,16+,8.1,,1,0,0,0,188.738,4057,8,1550,7.5,2020-02-19,2005-09-22,15,324,Crime,en,US,False,CBS,Profiler,Numb3rs
97,The Vietnam War,2017,18+,9.1,98%,1,0,0,0,8.91,46434,8.4,66,8.75,2017-09-28,2017-09-17,1,10,Documentary,en,US,False,PBS,The Wonder Years,American Experience
98,Waco,2018,18+,7.9,68%,1,0,0,0,11.818,74140,7.7,80,9.333,2018-02-28,2018-01-24,1,6,Drama,en,US,False,Paramount Network,Millennium,The Following
99,Star Trek,1966,7+,8.3,80%,1,1,1,0,59.569,253,8,637,6.636,1969-06-03,1966-09-08,3,79,Sci-Fi & Fantasy,en,US,False,NBC,Farscape,Star Trek: Enterprise
100,The OA,2016,16+,7.9,84%,1,0,0,0,38.788,69061,7.6,555,9.0,2019-03-22,2016-12-16,2,16,Sci-Fi & Fantasy,en,US,False,Netflix,The Leftovers,Sliders
101,Outer Banks,2020,18+,7.6,72%,1,0,0,0,25.327,100757,8.6,128,10.0,2020-04-15,2020-04-15,2,10,Drama,en,US,True,Netflix,Summerland,Degrassi
102,The Midnight Gospel,2020,18+,8.4,90%,1,0,0,0,39.712,96713,8.4,291,10.0,2020-04-20,2020-04-20,1,8,Animation,en,US,True,Netflix,The Witcher,エンジェルビーツ!
103,Good Girls,2018,16+,7.9,87%,1,1,0,0,33.655,71715,7.5,123,2.0,2020-05-03,2018-02-26,3,34,Comedy,en,US,True,NBC,Bewitched,Desperate Housewives
104,Chilling Adventures of Sabrina,2018,16+,7.6,84%,1,0,0,0,95.892,79242,8.3,1341,7.5,2020-01-24,2018-10-26,2,28,Mystery,en,US,True,Netflix,Riverdale,The Secret Circle
105,Doctor Foster,2015,16+,7.7,85%,1,0,0,0,10.152,63913,7,62,7.0,2017-10-03,2015-09-09,2,10,Drama,en,GB,False,BBC One,부부의 세계,"이번 주, 아내가 바람을 핍니다"
106,Gilmore Girls,2000,16+,8.1,85%,1,0,0,0,44.636,4586,7.7,313,8.667,2007-05-15,2000-10-05,7,153,Comedy,en,US,False,The WB,Twin Peaks,Girl Meets World
107,iZombie,2015,16+,7.9,91%,1,0,0,0,82.875,60866,7.6,1092,8.0,2019-08-01,2015-03-17,5,71,Horror,en,US,False,The CW,Supergirl,Batman
108,Anne with an E,2017,7+,8.6,62%,1,0,0,0,263.663,70785,8.8,1899,6.667,2019-11-24,2017-03-19,3,27,Drama,en,CA,False,CBC Television,Jane Eyre,All the Rivers Run
109,A Series of Unfortunate Events,2017,7+,7.8,96%,1,0,0,0,50,65294,7.1,347,7.0,2019-01-01,2017-01-13,3,25,Action & Adventure,en,US,False,Netflix,Pretty Little Liars,The Vampire Diaries
110,Neon Genesis Evangelion,1995,16+,8.5,100%,1,0,0,0,45.335,890,8.4,424,5.0,1996-03-27,1995-10-04,1,26,Sci-Fi & Fantasy,ja,JP,False,TV Tokyo,フルメタル·パニック!,エルゴプラクシー
111,Into the Badlands,2015,16+,8.0,83%,1,0,0,0,24.402,47450,7.5,301,7.25,2019-05-06,2015-11-15,3,32,Action & Adventure,en,US,False,AMC,戦国お伽草子–犬夜叉,ナルト
112,Monty Python's Flying Circus,1969,16+,8.8,100%,1,0,0,0,19.933,849,8.3,323,4.0,1974-12-05,1969-10-05,4,45,Comedy,en,GB,False,BBC One,Spitting Image,The Goodies
113,Jane the Virgin,2014,7+,7.8,100%,1,0,0,0,68.913,61418,7.8,503,0.0,2019-07-31,2014-10-13,5,100,Comedy,en,US,False,The CW,Poldark,꽃보다 남자
114,Halt and Catch Fire,2014,16+,8.4,90%,1,0,0,0,19.249,59659,8,243,8.75,2017-10-22,2014-06-01,4,40,Drama,en,US,False,AMC,The Americans,The IT Crowd
115,Grace and Frankie,2015,7+,8.3,89%,1,0,0,0,19.979,62320,7.4,117,10.0,2020-01-15,2015-05-08,6,78,Comedy,en,US,True,Netflix,Queer As Folk,Heartland
116,NCIS,2003,16+,7.8,40%,1,0,0,0,169.063,4614,7.1,1087,0.0,2020-04-14,2003-09-23,17,398,Action & Adventure,en,US,True,CBS,NCIS: Los Angeles,NCIS: New Orleans
117,Weeds,2005,18+,7.9,70%,1,0,0,0,43.213,186,7.2,403,0.0,2012-09-16,2005-08-07,8,102,Drama,en,US,False,Showtime,Narcos,Shameless
118,GLOW,2017,18+,8.0,93%,1,0,0,0,16.548,70573,7.5,147,5.5,2019-08-09,2017-06-23,3,30,Comedy,en,US,True,Netflix,The Americans,21 Jump Street
119,Person of Interest,2011,16+,8.4,,1,0,0,0,83.308,1411,8,804,9.857,2016-06-21,2011-09-22,5,103,Drama,en,US,False,CBS,Xena: Warrior Princess,The Bill
120,13 Reasons Why,2017,18+,7.8,39%,1,0,0,0,117.015,66788,7.7,2086,9.0,2020-06-05,2017-03-31,4,49,Drama,en,US,False,Netflix,Pretty Little Liars,The Secret Circle
121,Godless,2017,16+,8.3,85%,1,0,0,0,14.188,73467,7.8,203,10.0,2017-11-22,2017-11-22,1,7,Western,en,US,False,Netflix,Narcos,Justified
122,Locked Up,2015,16+,8.3,100%,1,0,0,0,183.764,62455,8.1,1364,0.0,2019-02-04,2015-04-20,4,40,Drama,es,ES,False,Antena 3,슬기로운 감빵생활,Prison Break
123,Mushi-Shi,2005,16+,8.5,100%,1,1,1,0,23.188,26867,8.2,79,0.0,2014-12-21,2005-10-23,2,46,Fantasy,ja,JP,False,Fuji TV,夏目友人帳,鬼灯の冷徹
124,Gossip Girl,2008,16+,7.4,84%,1,0,0,0,87.964,1395,8,652,8.5,2012-12-17,2007-09-19,6,121,Comedy,en,US,False,The CW,Pretty Little Liars,The O.C.
125,Unbreakable Kimmy Schmidt,2015,16+,7.6,96%,1,0,0,0,27.968,61671,7.2,270,7.0,2019-01-25,2015-03-06,4,51,Comedy,en,US,False,Netflix,The Beverly Hillbillies,2 Broke Girls
126,Lost in Space,2018,7+,7.3,75%,1,0,0,0,38.988,75758,7.5,567,8.5,2019-12-24,2018-04-13,2,20,Sci-Fi & Fantasy,en,US,True,Netflix,Mystery Science Theater 3000,Lost in Space
127,Scandal,2012,16+,7.7,93%,1,0,0,0,35.576,39269,6.9,299,0.0,2018-04-19,2012-04-05,7,124,Drama,en,US,False,ABC,Madam Secretary,BrainDead
128,Hunter x Hunter,2011,16+,8.9,,1,1,0,0,81.353,46298,8.5,442,9.0,2014-09-23,2011-10-02,3,148,Action & Adventure,ja,JP,False,NTV,ハンター×ハンター,僕のヒーローアカデミア
129,One Day at a Time,2017,7+,8.2,99%,1,0,0,0,16.941,2191,6.8,29,0.0,2005-02-22,1975-12-16,9,210,Comedy,en,US,False,CBS,Younger,Raven's Home
130,DC's Legends of Tomorrow,2016,16+,6.8,87%,1,0,0,0,85.163,62643,7,1263,0.0,2020-06-02,2016-01-21,5,82,Action & Adventure,en,US,True,The CW,Young Justice,Titans
131,Manhunt,2017,16+,8.1,93%,1,0,0,0,15.461,72597,7.7,165,0.0,2020-02-03,2017-08-01,2,18,Crime,en,US,True,Discovery,Mindhunter,Hannibal
132,Naruto,2002,7+,8.3,,1,1,0,0,59.528,106942,9,1,0.0,2015-02-04,2002-10-03,2,73,,,,,,,
133,Charmed,1998,16+,7.1,75%,1,0,0,0,69.608,1981,8,872,8.333,2006-05-21,1998-10-07,8,178,Comedy,en,US,False,The WB,Witches of East End,Salem
134,The Dragon Prince,2018,7+,8.4,100%,1,0,0,0,28.963,81046,8.5,193,10.0,2019-11-22,2018-09-14,3,27,Action & Adventure,en,US,True,Netflix,She-Ra: Princess of Power,The Colour of Magic
135,Locke & Key,2020,16+,7.4,67%,1,0,0,0,34.035,86423,8.3,382,7.6,2020-02-07,2020-02-07,1,10,Sci-Fi & Fantasy,pt,US,True,Netflix,Preacher,Riverdale
136,Alias Grace,2017,18+,7.8,99%,1,0,0,0,15.923,72615,7.4,92,7.0,2017-10-30,2017-09-25,1,6,Crime,en,CA,False,CBC Television,The Alienist,Jane Eyre
137,American Vandal,2017,16+,8.2,97%,1,0,0,0,16.018,73126,7.7,117,8.6,2018-09-14,2017-09-15,2,16,Comedy,en,US,False,Netflix,Reno 911!,Arrested Development
138,Santa Clarita Diet,2017,18+,7.8,89%,1,0,0,0,20.844,69470,7.5,323,0.0,2019-03-29,2017-02-03,3,30,Comedy,en,US,False,Netflix,Mom,ゾンビランドサガ
139,Maniac,2018,16+,7.8,85%,1,0,0,0,19.031,73411,7.5,323,8.643,2018-09-21,2018-09-21,1,10,Comedy,en,US,False,Netflix,Perception,Monk
140,Star Trek: Deep Space Nine,1993,7+,7.9,90%,1,1,1,0,68.765,580,7.8,379,9.0,1999-06-02,1993-01-03,7,176,Action & Adventure,en,US,False,UPN,Star Trek: Enterprise,Stargate Universe
141,The Dark Crystal: Age of Resistance,2019,7+,8.5,87%,1,0,0,0,34.1,71809,8.3,91,8.0,2019-08-30,2019-08-30,1,10,Sci-Fi & Fantasy,en,GB,True,Netflix,The Man in the High Castle,V
142,Colony,2016,16+,7.4,92%,1,0,0,0,30.23,62858,6.8,370,8.0,2018-07-25,2016-01-14,3,36,Science Fiction,en,US,False,USA Network,The Man in the High Castle,Dollhouse
143,Wild Wild Country,2018,16+,8.2,98%,1,0,0,0,6.523,77601,7.9,59,0.0,2018-03-16,2018-03-16,1,6,Documentary,en,US,False,Netflix,Unsolved Mysteries,The Following
144,Rectify,2013,16+,8.3,95%,1,0,0,0,23.918,46619,7.6,173,9.75,2016-12-14,2013-04-22,4,30,Drama,en,US,False,SundanceTV,Prison Break,Oz
145,Pose,2018,16+,8.6,96%,1,0,0,0,25.805,79084,8.3,61,0.0,2019-08-20,2018-06-03,3,19,Drama,en,US,True,FX,When They See Us,Will & Grace
146,Marvel's Luke Cage,2016,18+,7.3,87%,1,0,0,0,36.026,62126,7,890,7.375,2018-06-22,2016-09-30,2,26,Drama,en,US,False,Netflix,Marvel's Iron Fist,Batman
147,Hollywood,2020,18+,7.7,57%,1,0,0,0,12.46,87050,7.7,45,1.0,2020-05-01,2020-05-01,1,7,Drama,en,US,False,Netflix,Oz,Dear White People
148,Derry Girls,2018,16+,8.4,97%,1,0,0,0,7.351,76148,8,46,10.0,2019-04-09,2018-01-04,2,12,Comedy,en,GB,True,Channel 4,That's So Raven,Saved by the Bell
149,Dark Matter,2015,18+,7.5,89%,1,0,0,0,28.473,62425,6.6,530,7.2,2017-08-25,2015-06-12,3,39,Science Fiction,en,CA,False,Syfy,Star Trek: Enterprise,Star Trek: The Next Generation
150,On My Block,2018,16+,8.1,97%,1,0,0,0,10.814,76747,8.7,247,0.0,2020-03-11,2018-03-16,3,28,Comedy,en,US,True,Netflix,Totally Spies!,Joey
151,Law & Order: Special Victims Unit,1999,16+,8.0,,1,1,1,0,94.793,549,7.5,259,7.0,2010-05-24,1990-09-13,20,456,Drama,en,US,False,NBC,American Crime Story,Law & Order: Special Victims Unit
152,Longmire,2012,16+,8.3,88%,1,0,0,0,25.514,43901,7.8,155,5.0,2017-11-17,2012-06-03,6,63,Crime,en,US,False,A&E,Picket Fences,Zone Blanche
153,The Tudors,2007,18+,8.1,69%,1,0,0,0,22.087,2942,7.8,207,9.667,2010-06-20,2007-04-01,4,38,Drama,pt,US,False,Showtime,The White Queen,Elizabeth I
154,HAPPY!,2017,18+,8.2,84%,1,0,0,0,17.77,72339,7.6,175,4.5,2019-05-29,2017-12-06,2,18,Sci-Fi & Fantasy,en,US,False,Syfy,Batman,Marvel's Luke Cage
155,The Stranger,2020,16+,7.3,89%,1,0,0,0,12.367,96608,7.6,124,7.75,2020-01-30,2020-01-30,1,8,Drama,en,GB,False,Netflix,Mindhunter,The Haunting
156,Call the Midwife,2012,7+,8.4,89%,1,0,0,0,21.639,39793,7.1,102,0.0,2020-02-23,2012-01-15,9,70,Drama,en,GB,True,BBC One,The Marvelous Mrs. Maisel,Taboo
157,Into the Night,2020,18+,7.2,83%,1,0,0,0,24.927,93811,7.4,173,8.0,2020-05-01,2020-05-01,1,6,Sci-Fi & Fantasy,en,BE,True,Netflix,The Last Ship,Stargate Universe
158,Mystery Science Theater 3000,1988,7+,8.5,80%,1,1,0,0,21.796,1952,7.8,116,0.0,1999-08-08,1988-11-24,10,176,Comedy,en,US,False,Comedy Central,The Expanse,Caprica
159,Resurrection: Ertugrul,2014,16+,7.7,,1,0,0,0,40.995,66017,7,65,0.0,2019-05-22,2014-12-11,5,389,Action & Adventure,tr,TR,False,TRT 1,,
160,The Inbetweeners,2008,18+,8.4,54%,1,0,0,0,12.431,7317,7.9,203,0.0,2010-10-18,2008-05-01,3,18,Comedy,en,GB,False,E4,The Wonder Years,Girl Meets World
161,Reign,2013,16+,7.5,86%,1,0,0,0,52.424,48865,7.1,205,9.0,2017-06-16,2013-10-17,4,78,Drama,en,US,False,The CW,Versailles,The Last Kingdom
162,Extras,2005,16+,8.3,89%,1,0,1,0,10.543,2693,7.9,183,0.0,2006-10-19,2005-07-21,2,12,Comedy,en,GB,False,HBO,Joey,Upstart Crow
163,The Kominsky Method,2018,18+,8.2,90%,1,0,0,0,10.639,81290,7.4,67,8.0,2019-10-25,2018-11-16,2,16,Comedy,en,US,True,Netflix,,
164,The 4400,2004,7+,7.3,95%,1,0,0,0,21.093,1481,7.2,283,8.0,2007-09-16,2004-07-11,4,44,Drama,en,US,False,USA Network,The Leftovers,Mutant X
165,The Borgias,2011,18+,7.9,85%,1,0,0,0,18.289,33025,7.6,181,7.5,2013-06-16,2011-04-03,3,29,Drama,en,US,False,Showtime,Medici: Masters of Florence,Da Vinci's Demons
166,Marco Polo,2014,18+,8.0,67%,1,0,0,0,18.391,60699,7.4,247,8.5,2016-07-01,2014-12-12,2,20,Action & Adventure,mn,US,False,Netflix,Marco Polo,Knightfall
167,Queer Eye,2018,16+,8.5,91%,1,0,0,0,8.128,76922,8.1,44,0.0,2020-06-05,2018-02-07,5,42,Reality,en,US,True,Netflix,Project Runway,RuPaul's Drag Race
168,The Spy,2019,18+,7.9,86%,1,0,0,0,10.342,91725,7.5,55,7.5,2019-09-06,2019-09-06,1,6,Drama,en,FR,False,Netflix,The Little Drummer Girl,Counterpart
169,Love,2016,18+,7.7,94%,1,0,0,0,93.651,97186,9.1,343,9.673,2020-06-17,2020-06-17,2,10,Comedy,en,US,True,Hulu,Merlí,さらざんまい
170,Designated Survivor,2016,7+,7.5,71%,1,0,0,0,57.69,67026,7.3,468,7.0,2019-06-07,2016-09-21,3,53,Drama,en,US,False,ABC,House of Cards,The West Wing
171,Ripper Street,2012,18+,8.1,100%,1,0,0,0,17.581,46930,7.5,84,0.0,2016-11-16,2012-12-30,5,37,Drama,en,GB,False,BBC One,Murdoch Mysteries,Taboo
172,Feel Good,2020,,7.5,100%,1,0,0,0,8.85,99610,7.9,17,0.0,2020-03-18,2020-03-18,1,6,Drama,en,GB,True,Channel 4,Will & Grace,Orange Is the New Black
173,Hell on Wheels,2011,16+,8.3,72%,1,0,0,0,26.5,1401,7.5,245,7.0,2016-07-23,2011-11-06,5,57,Action & Adventure,en,US,False,AMC,Little House on the Prairie,Wanted: Dead or Alive
174,The Fosters,2013,16+,7.9,97%,1,0,0,0,44.463,46880,7.2,174,0.0,2018-06-06,2013-06-03,5,104,Drama,en,US,False,ABC Family,90210,Modern Family
175,Hawaii Five-0,2010,16+,7.3,82%,1,0,0,0,152.104,32798,7,558,0.0,2020-04-03,2010-09-20,10,240,Action,en,US,False,CBS,Perception,Lie to Me
176,Marvel's The Defenders,2017,18+,7.3,78%,1,0,0,0,39.605,62285,7.2,605,8.45,2017-08-18,2017-08-18,1,8,Action & Adventure,en,US,False,Netflix,Marvel's Inhumans,Marvel's Luke Cage
177,Allo 'Allo!,1984,7+,8.3,,1,0,0,0,14.585,2211,7.8,104,9.0,1992-12-14,1984-09-07,9,84,Comedy,en,GB,False,BBC One,Blackadder,Fawlty Towers
178,Supergirl,2015,7+,6.3,88%,1,0,0,0,149.578,62688,7,2203,0.0,2020-05-17,2015-10-26,5,106,Action,en,US,True,CBS,Wonder Woman,Titans
179,Star Trek: Voyager,1995,7+,7.8,77%,1,1,1,0,50.742,1855,7.8,461,7.667,2001-05-23,1995-01-16,7,172,Sci-Fi & Fantasy,en,US,False,UPN,Stargate Universe,Star Trek: The Next Generation
180,Limitless,2015,16+,7.7,57%,1,0,0,0,70.023,62687,7.2,391,7.0,2016-04-26,2015-09-22,1,22,Crime,en,US,False,CBS,Shooter,Nicky Jam: El Ganador
181,Messiah,2020,18+,7.7,44%,1,0,0,0,18.583,81292,7.3,129,6.5,2020-01-01,2020-01-01,1,10,Drama,en,US,False,Netflix,Covert Affairs,Homeland
182,The Shannara Chronicles,2016,16+,7.2,77%,1,0,0,0,25.433,64122,7,462,3.5,2017-11-22,2016-01-05,2,20,Action & Adventure,en,US,False,MTV,ゴブリンスレイヤー,Shadowhunters
183,Crash Landing on You,2019,16+,8.8,,1,0,0,0,12.725,94796,8.8,37,10.0,2020-02-16,2019-12-14,1,16,Drama,en,KR,False,tvN,태양의 후예,幻城
184,Bleach,2004,18+,8.1,,1,1,0,0,6.579,100645,0,0,,,,1,1,,ja,JP,True,,DEATH NOTE,戦国お伽草子–犬夜叉
