,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Popularity,ID,TMDB Rating,Rating Count,Last Episode Rating,Last Air Date,First Air Date,# of Seasons,# of Episodes,Genre,Language,Country,In Production,Origin Network,Similar_1,Similar_2
3799,I Love Dick,2016,18+,6.2,87%,0,0,1,0,7.692,67486,5.5,19,,2017-05-12,2016-08-19,1,8,,en,US,False,Amazon,,
3800,Neverland,2013,7+,6.4,57%,0,0,1,0,12.622,43720,6.1,151,,2011-12-05,2011-12-04,1,2,,en,US,False,Syfy,Jake and the Never Land Pirates,The Witcher
3801,Time Team,1994,all,8.5,,0,0,1,0,6.093,2863,7.2,5,,2013-07-30,1994-01-16,20,223,,en,GB,False,Channel 4,Ghost Adventures,Ancient Aliens
3802,Making the Cut,2020,16+,6.6,63%,0,0,1,0,1.4,101046,10,1,,2020-04-24,2020-03-27,1,10,,en,US,True,Amazon,Project Runway,Next in Fashion
3803,The Last Post,2017,18+,7.2,64%,0,0,1,0,2.928,74253,6.9,12,,2017-11-05,2017-10-01,1,6,,en,GB,False,BBC One,Endeavour,Pride and Prejudice
3804,6teen,2004,7+,7.2,,0,0,1,0,9.776,4355,8.1,15,,2010-02-28,2004-11-07,4,91,,en,CA,False,Nickelodeon,Lab Rats,φなる・あぷろーち
3805,Macross,1982,7+,8.6,,0,0,1,0,9.118,21734,8,11,,1983-06-26,1982-10-03,1,36,,ja,JP,False,MBS,Lost in Space,Caprica
3806,Wildfire,2005,16+,7.5,,0,0,1,0,7.641,2464,9.2,23,,2008-05-26,2005-06-20,4,52,,en,US,False,ABC Family,Heartland,The Virginian
3807,The Street,2006,18+,8.3,,0,0,1,0,23.35,4464,7.9,66,,1999-05-21,1993-01-31,7,122,,en,US,False,NBC,Columbo,Grimm
3808,Reading Rainbow,1983,all,8.3,,0,0,1,0,3.234,10048,9.3,18,,1988-08-16,1983-06-06,5,47,,en,US,False,PBS,,
3809,Green Acres,1965,all,7.2,,0,0,1,0,13.546,609,7.5,29,,1971-04-27,1965-09-15,6,170,,en,US,False,CBS,Hot in Cleveland,Newhart
3810,Thomas & Friends,1984,all,6.6,,0,0,1,0,46.284,2304,6.6,43,,2020-05-15,1984-10-09,24,558,,en,GB,True,Cartoon Network,Goosebumps,The Fairly OddParents
3811,Between Two Ferns with Zach Galifianakis,2008,16+,8.4,,0,0,1,0,7.889,39754,7.9,37,,2018-06-14,2008-01-04,1,27,,en,,,,,
3812,Mr. Bean: The Animated Series,2002,all,6.8,,0,0,1,0,24.848,2530,5.6,73,,2019-10-08,2002-01-05,5,236,,en,GB,True,ITV,For the Love of Cars,Legends of Premier League
3813,Outrageous Fortune,2005,18+,8.3,,0,0,1,0,5.309,1799,6.8,7,,2010-11-09,2005-07-12,6,106,,en,NZ,False,Three,Westside,The Goldbergs
3814,R. L. Stine's The Haunting Hour,2010,7+,8.0,,0,0,1,0,15.049,33841,8.6,23,,2014-11-29,2010-10-29,4,76,,en,US,False,Hub Network,Robert Montgomery Presents,Matinee Theater
3815,Frontline,1983,18+,8.5,,0,0,1,0,17.075,4384,8,18,,2008-11-25,1983-01-17,39,624,,en,,,,Four Corners,Enquête
3816,Dr. G: Medical Examiner,2004,16+,8.3,,0,0,1,0,1.743,6166,7.5,2,,2010-11-08,2004-07-22,7,105,,en,US,True,Discovery Health Channel,,
3817,The Darling Buds of May,1991,7+,7.8,,0,0,1,0,2.526,2062,8.4,9,,1993-04-04,1991-04-07,3,20,,en,GB,False,ITV,The Marvelous Mrs. Maisel,Little House on the Prairie
3818,Appropriate Adult,2011,18+,7.5,,0,0,1,0,1.537,44434,6.5,20,,2011-09-11,2011-09-04,1,2,,en,GB,False,ITV,Pride and Prejudice,Twin Peaks
3819,The Backyardigans,2004,7+,6.9,,0,0,1,0,17.017,1878,7.7,22,,2010-05-03,2004-10-11,4,77,,en,CA,False,Treehouse TV,We Bare Bears,BNA ビー・エヌ・エー
3820,Earth: Final Conflict,1997,7+,6.2,,0,0,1,0,21.796,2840,7.1,44,,2002-05-20,1997-10-06,5,110,,en,US,False,CTV,V,Falling Skies
3821,Moon Embracing the Sun,2012,7+,8.0,,0,0,1,0,7.678,45579,8.1,16,,2012-03-09,2012-01-04,1,20,,ko,KR,False,MBC,대장금,구르미 그린 달빛
3822,Wilfred,2007,18+,7.9,,0,0,1,0,12.625,39525,7.3,180,,2014-08-13,2011-06-23,4,49,,en,US,False,FX,,
3823,Kung Fu Panda: The Paws of Destiny,2018,7+,7.6,,0,0,1,0,15.419,82747,7.4,392,,2019-07-04,2018-11-15,1,26,,en,US,True,Amazon,Kung Fu: The Legend Continues,Kung Fu Panda: Legends of Awesomeness
3824,The Feed,2019,,6.2,57%,0,0,1,0,5.011,93833,8.2,5,,2019-11-18,2019-09-16,1,10,,de,GB,True,Virgin TV Ultra HD,Pride and Prejudice,American Gods
3825,ReGenesis,2004,18+,7.9,,0,0,1,0,5.508,3406,7.4,32,,2008-05-25,2004-10-24,4,52,,ru,CA,False,Movie Central,Helix,Boca a Boca
3826,Bubble Guppies,2011,all,6.5,,0,0,1,0,19.451,39107,8.4,15,,2020-05-29,2011-01-24,5,89,,en,US,True,Nick Jr.,The Little Mermaid,SpongeBob SquarePants
3827,Ted Bundy: Falling for a Killer,2020,18+,7.9,,0,0,1,0,2.378,97428,7.8,4,,2020-01-31,2020-01-31,1,5,,en,US,False,Amazon,Bates Motel,Mindhunter
3828,Oliver Twist,2007,7+,7.4,,0,0,1,0,4.45,13296,6.4,62,,2007-12-22,2007-12-18,1,5,,en,GB,False,BBC One,Jane Eyre,Pride and Prejudice
3829,Thunderbirds,1965,7+,7.8,,0,0,1,0,8.874,891,8,28,,1966-12-25,1965-09-30,2,32,,en,GB,False,FOX,シャーロット,シュタインズ・ゲート
3830,The Tribe,2001,7+,7.7,,0,0,1,0,7.336,2666,7.7,9,,2003-09-06,2001-04-23,5,260,,de,NZ,False,Telecinco,The Last Man on Earth,The Stand
3831,Cybill,1995,7+,6.8,,0,0,1,0,8.428,2702,6,13,,1998-07-13,1995-01-02,4,87,,en,US,False,CBS,Joey,The Jamie Foxx Show
3832,Young Dracula,2006,,7.7,,0,0,1,0,5.032,3720,6.1,6,,2014-03-31,2006-09-21,5,66,,en,GB,True,CBBC,Dracula,Dracula
3833,The Young Riders,1989,7+,7.8,,0,0,1,0,6.994,1676,7.9,11,,1992-07-23,1989-09-20,3,68,,en,US,False,ABC,,
3834,Falling Water,2016,16+,6.5,26%,0,0,1,0,23.068,66803,6.6,44,,2018-03-10,2016-10-13,2,20,,en,US,False,USA Network,DEATH NOTE,Re：ゼロから始める異世界生活
3835,Wild Kratts,2011,all,7.7,,0,0,1,0,17.204,35094,7,17,,2020-04-20,2011-01-03,6,148,,en,CA,True,PBS,Planet Earth II,Life
3836,Hell Girl,2005,18+,7.5,,0,0,1,0,20.992,8974,8,78,,2017-09-30,2005-10-04,4,90,,ja,JP,False,MBS,アナザー,ダンスインザヴァンパイアバンド
3837,A Touch of Cloth,2012,16+,8.0,,0,0,1,0,5.456,45482,7.2,31,,2014-08-10,2012-08-26,3,6,,en,GB,False,Sky One,Vera,Inspector Morse
3838,John from Cincinnati,2007,,7.1,50%,0,0,1,0,5.779,1086,7.1,13,,2007-08-12,2007-06-10,1,10,,en,US,False,HBO,Mom,Summerland
3839,Inazuma Eleven,2008,7+,7.9,,0,0,1,0,28.348,42912,8,9,,2014-03-19,2008-10-05,4,268,,it,JP,False,TV Tokyo,キャプテン翼,キャプテン翼
3840,Cagney & Lacey,1982,7+,6.7,,0,0,1,0,13.543,4223,7.4,26,,1988-05-16,1982-03-25,7,125,,en,US,False,CBS,Unforgettable,Tarzan
3841,The Slave Hunters,2010,,8.8,,0,0,1,0,5.342,31424,7.7,6,,2010-03-25,2010-01-06,1,24,,ko,KR,False,KBS2,구르미 그린 달빛,신입사관 구해령
3842,Code Lyoko,2003,7+,7.3,,0,0,1,0,4.17,4622,7.6,18,,2007-11-10,2003-09-03,4,95,,fr,FR,False,France 3,,
3843,One Mississippi,2016,18+,7.3,,0,0,1,0,3.159,67709,7.3,18,,2017-09-07,2016-09-09,2,12,,en,US,False,Amazon,,
3844,Nature,1982,all,8.9,,0,0,1,0,15.915,14951,8.6,12,,2017-03-29,1982-10-10,35,539,,en,US,True,PBS,Planet Earth II,Our Planet
3845,Middlemarch,1994,,7.4,,0,0,1,0,3.335,14771,8.5,8,,1994-05-15,1994-04-10,1,6,,en,GB,False,BBC Two,Jane Eyre,Sense and Sensibility
3846,The National Parks: America's Best Idea,2009,16+,8.6,,0,0,1,0,3.146,31708,8.8,10,,2009-10-02,2009-09-27,1,6,,en,US,False,PBS,,
3847,Apparitions,2008,18+,8.0,,0,0,1,0,3.203,8258,7.4,21,,2008-12-18,2008-11-13,1,6,,en,GB,False,BBC One,青の祓魔師,ゴブリンスレイヤー
3848,The Bold and the Beautiful,1987,16+,3.4,,0,0,1,0,7.051,6647,4.8,66,,2020-08-28,1987-03-23,33,2857,,en,US,True,CBS,90210,Totally Spies!
3849,Luck,2012,18+,7.5,,0,0,1,0,43.325,21641,7.8,78,,2014-02-16,2010-04-04,4,99,,en,US,False,Disney Channel,The Wonder Years,Stuck in the Middle
3850,To the Ends of the Earth,2005,,7.2,,0,0,1,0,2.506,33862,6.3,11,,2005-07-20,2005-07-06,1,3,,en,GB,False,BBC One,Alias Grace,Jane Eyre
3851,Gortimer Gibbon's Life on Normal Street,2014,all,8.2,,0,0,1,0,4.335,60610,9.2,3,,2016-07-15,2014-02-06,2,38,,en,US,True,,,
3852,I Shouldn't Be Alive,2005,7+,8.0,,0,0,1,0,4.753,11882,7.4,13,,2012-02-24,2005-10-28,6,60,,en,US,False,Discovery,,
3853,The Dust Bowl,2012,7+,8.2,,0,0,1,0,1.494,56629,8.2,15,,2012-11-19,2012-11-18,1,2,,en,US,False,PBS,The Waltons,Carnivàle
3854,Island at War,2004,,7.6,,0,0,1,0,1.767,450,7.7,3,,2004-08-15,2004-07-11,1,6,,en,GB,False,ITV,Band of Brothers,The Pacific
3855,Drifters,2013,18+,7.7,,0,0,1,0,1.544,61596,6.5,4,,2016-11-07,2013-10-31,4,23,,en,GB,False,E4,Baby Daddy,Last of the Summer Wine
3856,I Love Money,2008,,6.1,,0,0,1,0,1.129,8560,8,1,,2010-11-03,2008-07-06,4,50,,en,US,False,VH1,,
3857,Teen Mom OG,2009,7+,3.6,,0,0,1,0,17.567,31559,6,44,,2020-06-01,2009-12-08,8,145,,en,US,True,MTV,Teen Mom 2,Teen Mom 3
3858,Red Rock,2015,7+,7.6,,0,0,1,0,5.305,61823,7.9,5,,2019-02-04,2015-01-07,5,65,,en,IE,True,BBC One,The Bill,Motive
3859,Touching Evil,1997,,7.8,,0,0,1,0,4.29,10622,7.8,7,,1999-06-06,1997-04-29,3,16,,en,,,,Midsomer Murders,Dexter
3860,Beyond Belief: Fact or Fiction,1998,7+,8.0,,0,0,1,0,8.351,12323,7.4,27,,2002-09-05,1998-11-04,4,45,,en,US,False,FOX,,
3861,Titanic: Blood and Steel,2012,16+,7.3,,0,0,1,0,3.732,40161,7.9,8,,2012-08-15,2012-07-11,1,12,,fr,DE,False,History,Titanic,The White Princess
3862,Empire Falls,2005,16+,7.3,,0,0,1,0,4.325,14968,6.8,28,,2005-05-29,2005-05-28,1,2,,en,US,False,HBO,Mildred Pierce,Olive Kitteridge
3863,Secrets & Lies,2014,18+,7.5,,0,0,1,0,12.378,61741,7.1,61,,2016-12-04,2015-03-01,2,20,,en,US,False,ABC,Cardinal,Big Little Lies
3864,Z: The Beginning of Everything,2017,16+,7.2,,0,0,1,0,4.382,64506,7.1,17,,2017-01-27,2017-01-27,1,10,,en,US,False,Amazon,Pride and Prejudice,Poldark
3865,The Way We Live Now,2001,,7.6,,0,0,1,0,1.898,7827,7.9,12,,2001-12-02,2001-11-11,1,4,,en,GB,False,BBC One,David Copperfield,Jane Eyre
3866,The Cyanide & Happiness Show,2014,16+,8.0,,0,0,1,0,2.284,61858,7.8,6,,2019-11-20,2014-11-12,4,41,,en,,,,,
3867,Charles II: The Power and The Passion,2003,16+,7.5,,0,0,1,0,4.182,19311,6.5,8,,2003-12-07,2003-11-16,1,6,,en,GB,False,BBC One,"Gunpowder, Treason & Plot",The White Queen
3868,Durham County,2007,18+,7.4,,0,0,1,0,1.614,3386,5.8,5,,2010-11-29,2007-05-07,3,18,,en,CA,False,Global TV,Degrassi,Motive
3869,Rowan & Martin's Laugh-In,1968,7+,8.0,,0,0,1,0,10.914,9895,7.2,14,,1993-12-02,1968-01-22,6,142,,en,US,False,NBC,30 Rock,Robot Chicken
3870,Emmerdale,1972,7+,4.8,,0,0,1,0,39.643,2527,4,46,,2020-09-04,1972-10-16,32,3302,,en,GB,True,ITV,Heartbeat,Coronation Street
3871,Mankind: The Story of All of Us,2012,7+,7.7,,0,0,1,0,0.93,62006,8,2,,2012-12-18,2012-11-18,1,12,,en,US,False,History,,
3872,Wild at Heart,2006,7+,7.4,,0,0,1,0,2.911,1193,7.2,5,,2012-12-30,2006-01-29,8,65,,en,GB,True,ITV,Life Is Wild,Blood & Water
3873,Féminin/Féminin,2014,16+,8.4,,0,0,1,0,2.404,62123,5.4,4,,2018-02-14,2014-06-18,2,16,,fr,CA,True,ICI TOU.TV,Mon ex à moi,Orange Is the New Black
3874,Land of the Lustrous,2017,16+,7.9,,0,0,1,0,7.793,74091,7.4,26,,2017-12-23,2017-10-07,1,12,,ja,JP,False,MBS,蟲師,メイドインアビス
3875,That Girl,1966,7+,7.1,,0,0,1,0,14.852,1925,6.4,12,,1971-03-19,1966-09-08,5,137,,en,US,False,ABC,,
3876,Kavanagh QC,1995,18+,7.5,,0,0,1,0,1.982,4205,8,1,,1999-03-29,1995-01-03,5,29,,en,GB,False,ITV,How to Get Away with Murder,The Good Fight
3877,Zoboomafoo,1999,7+,7.5,,0,0,1,0,3.983,4217,5.6,10,,,1999-01-25,2,65,,en,CA,False,PBS Kids,Sesame Street,Curious George
3878,Legend of Earthsea,2004,,5.8,,0,0,1,0,7.308,13278,6.1,49,,2004-12-14,2004-12-13,1,2,,en,US,False,Syfy,Merlin,Legend of the Seeker
3879,Our Mutual Friend,1998,,8.1,,0,0,1,0,2.125,13789,8.1,7,,1998-03-30,1998-03-09,1,4,,en,GB,False,BBC Two,David Copperfield,Oliver Twist
3880,Empresses In The Palace,2012,7+,8.4,,0,0,1,0,8.797,50878,7.8,9,,2012-07-10,2012-03-26,1,76,,zh,CN,False,Dragon TV,기황후,Pride and Prejudice
3881,The Bible,2013,16+,7.5,14%,0,0,1,0,9.727,43899,7.3,454,,2013-03-31,2013-03-03,1,5,,en,US,False,History,In the Beginning,Revelation: The End of Days
3882,Thriller,1960,,8.2,,0,0,1,0,12.878,12272,5.9,6,,1962-04-30,1960-09-13,2,67,,en,US,False,NBC,Robert Montgomery Presents,Matinee Theater
3883,Little Britain USA,2008,18+,7.6,64%,0,0,1,0,5.202,14880,6.5,30,,2008-11-02,2008-09-28,1,6,,en,US,False,HBO,30 Rock,Robot Chicken
3884,Celebrity Ghost Stories,2009,7+,7.1,,0,0,1,0,9.425,32803,8.3,8,,2014-04-19,2009-10-03,5,94,,en,US,False,A&E,,
3885,Touched by an Angel,1994,7+,6.0,,0,0,1,0,26.02,2243,7,86,,2003-04-27,1994-09-21,9,217,,en,US,False,CBS,Highway to Heaven,エンジェルビーツ!
3886,RahXephon,2002,16+,7.3,,0,0,1,0,8.333,13375,7.8,8,,2002-09-10,2002-01-21,1,26,,ja,JP,False,G4,フルメタル·パニック!,交響詩篇エウレカセブン
3887,Olympus,2015,16+,6.2,,0,0,1,0,4.651,62229,4.7,21,,2015-07-02,2015-04-02,1,13,,en,CA,False,Syfy,American Gods,The Odyssey
3888,Home and Away,1988,7+,5.0,,0,0,1,0,11.952,2354,6.4,23,,2020-06-11,1988-01-17,33,7288,,en,AU,True,Seven Network,Blue Water High,The Sleepover Club
3889,Blue Water High,2005,all,7.0,,0,0,1,0,3.471,109,7,7,,2008-09-18,2005-05-11,3,78,,en,AU,False,ABC,Summerland,Make It or Break It
3890,The Collection,2016,7+,7.1,,0,0,1,0,3.006,67169,7.1,14,,2016-10-21,2016-09-02,1,8,,en,GB,False,Amazon,Poldark,Boardwalk Empire
3891,Grand Blue,2018,18+,7.7,,0,0,1,0,10.287,79166,7.6,17,,2018-09-29,2018-07-14,1,12,,ja,JP,False,MBS,めぞん一刻,夏目友人帳
3892,Dilbert,1999,7+,7.3,,0,0,1,0,7.498,4956,7,37,,2000-07-25,1999-01-25,2,30,,en,US,False,UPN,,
3893,GRAND PRIX Driver,2018,7+,7.7,,0,0,1,0,1.679,76946,8,8,,2018-02-08,2018-02-08,1,4,,en,US,False,Amazon,Formula 1: Drive to Survive,頭文字 D
3894,Blue Murder,2003,,7.2,,0,0,1,0,3.204,2930,6,2,,2004-07-09,2001-01-10,5,54,,,,,,Motive,Cardinal
3895,Texas Rising,2015,16+,6.7,19%,0,0,1,0,7.972,62732,6.8,32,,2015-06-15,2015-05-25,1,5,,en,US,False,History,Lonesome Dove,Wanted: Dead or Alive
3896,American Playboy: The Hugh Hefner Story,2017,18+,7.5,,0,0,1,0,2.838,70445,4.6,8,,2017-04-07,2017-04-07,1,10,,en,US,True,Amazon,Homicide Hunter: Lt Joe Kenda,Texas Rising
3897,The Devil's Whore,2008,,7.1,,0,0,1,0,1.728,13791,6.8,24,,2008-12-10,2008-11-19,1,4,,en,GB,False,Channel 4,Peaky Blinders,The White Queen
3898,The Twelve Kingdoms,2002,16+,8.1,,0,0,1,0,7.036,42729,8.5,12,,2003-08-30,2002-04-09,4,45,,ja,JP,False,NHK BS1,この素晴らしい世界に祝福を！,ゴブリンスレイヤー
3899,Fearless,2017,18+,7.6,,0,0,1,0,4.229,72289,6.1,15,,2017-07-17,2017-06-12,1,6,,en,GB,False,ITV,Damages,Law & Order
3900,Titanic,2012,16+,6.0,38%,0,0,1,0,7.624,20455,6.2,68,,1996-01-19,1996-01-17,1,2,,en,US,False,CBS,盾の勇者の成り上がり,幻城
3901,Ultimate Force,2002,18+,7.7,,0,0,1,0,4.345,347,7.5,10,,2008-06-01,2002-09-16,4,21,,en,GB,False,ITV,SIX,SEAL Team
3902,Grace Under Fire,1993,7+,6.3,,0,0,1,0,9.554,3394,5.8,17,,1998-02-17,1993-09-29,5,111,,en,US,False,ABC,Younger,Raven's Home
3903,Gordon Ramsay's Ultimate Cookery Course,2012,,8.4,,0,0,1,0,1.4,59442,8.4,5,,2012-10-05,2012-09-10,1,20,,en,,,,Queer Eye,MasterChef Australia
3904,Daniel Tiger's Neighborhood,2012,all,7.4,,0,0,1,0,8.047,40050,5.9,11,,2019-06-03,2012-09-03,5,179,,en,US,True,PBS,Curious George,Mickey Mouse Clubhouse
3905,Ax Men,2008,7+,5.5,,0,0,1,0,6.744,15563,5.2,8,,2019-09-13,2008-03-09,10,153,,en,US,True,History,,
3906,Cyberchase,2002,all,6.8,,0,0,1,0,8.561,2979,8,6,,2020-05-08,2002-01-21,12,109,,en,CA,True,PBS Kids,Curious George,Mickey Mouse Clubhouse
3907,Clifford the Big Red Dog,2000,all,6.6,,0,0,1,0,10.578,8379,6.6,30,,2003-02-25,2000-09-04,2,130,,en,US,False,PBS Kids,日常,Zack & Quack
3908,Meerkat Manor,2005,,8.2,,0,0,1,0,3.08,1934,7.7,7,,2008-08-22,2005-09-02,4,52,,en,GB,False,Animal Planet,,
3909,The Scholar Who Walks the Night,2015,,7.3,,0,0,1,0,4.577,63106,7.9,8,,2015-09-10,2015-07-08,1,20,,ko,KR,False,MBC,The Originals,The Vampire Diaries
3910,Dora the Explorer,2000,all,4.0,,0,0,1,0,39.561,79,5.1,58,,2019-08-09,2000-08-14,8,196,,en,US,False,Nickelodeon,Curious George,Mickey Mouse Clubhouse
3911,Years of Living Dangerously,2014,7+,8.5,,0,0,1,0,1.025,52684,7,5,,2016-12-14,2014-04-13,2,17,,ar,US,False,National Geographic,Our Planet,Natural World
3912,Bramwell,1995,all,8.0,,0,0,1,0,2.816,13386,5.3,3,,1998-06-18,1995-05-01,4,27,,en,GB,True,ITV,,
3913,Srugim,2008,16+,8.4,,0,0,1,0,2.326,32210,9,1,,2012-01-30,2008-06-23,3,45,,he,IL,False,yes,,
3914,The Incredible Journey of Mary Bryant,2005,18+,7.4,,0,0,1,0,3.009,16491,7.4,18,,2005-10-31,2005-10-30,1,2,,en,GB,False,Network Ten,Pride and Prejudice,Poldark
3915,Bakugan Battle Brawlers,2007,all,5.4,,0,0,1,0,44.93,34109,8.3,94,,2012-01-26,2009-03-02,4,189,,en,JP,False,TV Tokyo,,
3916,The Island with Bear Grylls,2014,,7.4,,0,0,1,0,3.535,62177,6.9,8,,2018-05-01,2014-05-05,5,38,,en,GB,True,Channel 4,Expeditie Robinson,The Island
3917,Westside,2015,,8.0,,0,0,1,0,3.83,63141,5.1,7,,2019-08-12,2015-05-31,5,44,,en,NZ,True,Three,Outrageous Fortune,I'll Be Gone in the Dark
3918,The Ruth Rendell Mysteries,1987,16+,6.8,,0,0,1,0,7.121,12188,8.3,3,,2000-10-11,1987-08-02,12,78,,en,GB,False,ITV,Cardinal,Homicide: Life on the Street
3919,Tenjho Tenge,2004,18+,7.0,,0,0,1,0,9.8,34732,7.9,53,,2004-09-16,2004-04-01,1,24,,ja,JP,False,tv asahi,,
3920,Popular Mechanics for Kids,1997,all,8.4,,0,0,1,0,3.969,14213,9.6,5,,2001-02-12,1997-09-07,4,72,,en,CA,False,Discovery Kids,,
3921,Pingu,1986,all,7.4,,0,0,1,0,17.093,9262,6.6,52,,2006-03-03,1986-05-28,6,156,,en,CH,False,SRF 1,Frozen Planet,The Penguins of Madagascar
3922,Globe Trekker,2005,all,8.6,,0,0,1,0,9.431,3801,9,1,,2011-04-08,,17,200,,en,GB,True,Channel 4,,
3923,Wotakoi: Love is Hard for Otaku,2018,16+,7.6,,0,0,1,0,16.219,78457,7,22,,2018-06-21,2018-04-13,1,11,,ja,JP,False,Fuji TV,純情ロマンチカ,お見合い相手は教え子、強気な、問題児。
3924,"Nu, pogodi!",1969,,8.6,,0,0,1,0,9.409,6138,7.9,53,,2006-10-07,1969-01-01,1,20,,ru,SU,False,Central Television USSR,Adventure Time,Popeye the Sailor
3925,Karakuri Circus,2018,,7.1,,0,0,1,0,17.744,83054,7.2,32,,2019-06-13,2018-10-11,1,36,,ja,JP,False,Tokyo MX,黒執事,東京喰種トーキョーグール
3926,Miami Ink,2005,16+,6.5,,0,0,1,0,7.431,10982,6.8,20,,2007-05-08,2005-07-19,6,91,,en,US,False,TLC,,
3927,Aristocrats,1999,7+,7.3,,0,0,1,0,1.217,7132,8,7,,1999-07-25,1999-06-20,1,6,,en,GB,False,BBC One,Pride and Prejudice,Gulliver's Travels
3928,The King 2 Hearts,2012,7+,7.8,,0,0,1,0,4.787,46528,7.6,9,,2012-05-24,2012-03-21,1,20,,ko,KR,False,MBC,사랑의 불시착,더 킹 : 영원의 군주
3929,Secrets of the Dead,2000,7+,7.8,,0,0,1,0,2.895,15030,5.8,12,,2020-01-21,2000-05-15,18,74,,en,GB,True,PBS,MythBusters,American Experience
3930,One Step Beyond,1959,all,7.8,,0,0,1,0,18.008,10377,8.3,3,,1961-07-04,1959-01-20,3,97,,en,US,True,ABC,Alfred Hitchcock Presents,American Horror Story
3931,Gordon's Great Escape,2010,,7.8,,0,0,1,0,1.4,31892,7.8,13,,2011-05-30,2010-01-18,2,7,,en,GB,False,Channel 4,Somebody Feed Phil,Street Food
3932,King of the Road,2016,16+,8.8,,0,0,1,0,1.631,66249,8,1,,2016-07-14,2016-05-16,6,78,,en,US,True,Viceland,Viva La Bam,Jackass
3933,Cosby,1996,7+,6.4,,0,0,1,0,34.803,1759,7.1,185,,1992-04-30,1984-09-20,8,201,,en,US,False,NBC,2 Broke Girls,Everybody Hates Chris
3934,Wahlburgers,2014,16+,6.8,,0,0,1,0,2.387,60951,5.4,7,,2019-07-31,2014-01-22,10,96,,en,US,False,A&E,,
3935,The Busy World of Richard Scarry,1994,all,7.4,,0,0,1,0,2.279,6460,7.7,9,,1995-05-24,1994-03-13,5,65,,en,US,False,Nickelodeon,,
3936,The Magnificent Seven,1998,,7.6,,0,0,1,0,6.149,10706,6.2,6,,2000-07-03,1998-01-03,2,23,,en,US,False,CBS,Westworld,Fievel's American Tails
3937,All or Nothing: Brazil National Team,2020,16+,7.4,,0,0,1,0,4.228,98887,8,2,,2020-01-31,2020-01-31,1,5,,pt,BR,False,Amazon,Last Chance U,The Last Dance
3938,All or Nothing: New Zealand All Blacks,2018,16+,8.3,,0,0,1,0,2.008,79950,0,0,,2018-05-31,2018-05-31,1,6,,en,US,False,Amazon,Last Chance U,The Last Dance
3939,7 Deadly Sins,2014,18+,7.1,,0,0,1,0,2.716,61204,7.2,5,,2014-09-18,2014-08-07,1,7,,en,US,True,Showtime,七つの大罪,De 7 dødssyndene
3940,Captain N and the New Super Mario World,1991,all,6.6,,0,0,1,0,3.701,26732,6.6,12,,1991-12-07,1991-09-14,1,13,,en,US,False,NBC,Sonic X,白猫プロジェクトZERO CHRONICLE
3941,The Big Comfy Couch,1993,all,7.1,,0,0,1,0,6.042,4422,8,6,,2003-05-19,1993-03-01,7,101,,en,CA,True,PBS,,
3942,Accidentally on Purpose,2009,7+,6.3,33%,0,0,1,0,2.801,18637,4.8,16,,2010-04-21,2009-09-21,1,18,,en,US,False,CBS,Baby Daddy,New Girl
3943,On Death Row,2012,7+,8.0,,0,0,1,0,1.4,56988,7.8,9,,2013-09-24,2012-03-09,2,8,,en,AT,False,Investigation Discovery,,
3944,The Brain with Dr. David Eagleman,2015,7+,8.7,,0,0,1,0,,,,,,,,,,,,,,,,
3945,Mike Hammer,1984,7+,6.9,,0,0,1,0,4.921,29574,6.2,10,,1987-05-13,1984-01-28,3,46,,en,US,False,CBS,Remington Steele,Miss Fisher's Murder Mysteries
3946,The Border,2008,7+,6.9,,0,0,1,0,6.739,14958,6.6,5,,2010-01-14,2008-01-07,3,38,,en,CA,False,CBC Television,Degrassi,Saving Hope
3947,The Ray Bradbury Theater,1985,7+,7.5,,0,0,1,0,8.678,5656,7.5,10,,1992-10-30,1985-05-21,6,61,,en,US,False,USA Network,,
3948,Crisis in Six Scenes,2016,7+,6.6,17%,0,0,1,0,16.292,67443,6.5,60,,2016-09-30,2016-09-30,1,6,,en,US,False,Amazon,Patrick Melrose,ドラゴンボール ヒーロズ
3949,Top Shot,2010,7+,7.6,,0,0,1,0,3.467,32927,7.1,8,,2013-08-28,2010-06-06,5,58,,en,US,False,History,American Idol,The Bachelor
3950,Empress Ki,2013,all,7.7,,0,0,1,0,19.376,61148,6.9,18,,2014-04-29,2013-10-28,1,51,,ko,KR,False,MBC,The Bachelor,90210
3951,Peter Gunn,1958,,8.0,,0,0,1,0,15.782,10305,8,8,,1961-09-18,1958-09-22,3,114,,en,US,False,NBC,Miss Fisher's Murder Mysteries,Monk
3952,Bobby's World,1990,all,7.3,,0,0,1,0,7.798,1767,7.2,47,,1998-02-23,1990-09-08,7,80,,en,US,False,FOX,,
3953,Charlie Jade,2005,16+,7.2,,0,0,1,0,2.429,2746,7.7,11,,2005-08-20,2005-04-16,1,20,,en,CA,False,Space,Continuum,Motive
3954,Strange Empire,2014,16+,6.4,,0,0,1,0,4.658,61450,6.2,5,,2015-02-02,2014-10-06,1,13,,en,CA,False,CBC Television,Wanted: Dead or Alive,The Virginian
3955,Amazon,1999,,7.6,,0,0,1,0,3.664,11502,7.6,5,,2000-05-20,1999-09-25,1,22,,en,CA,False,Syndication,Lost,Mayday
